LocusID,GOterm,GOdesc,Ontology
Solyc04g009630.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g009670.1.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Solyc04g009680.2.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Solyc04g009690.2.1,GO:0043531,ADP binding,MF
Solyc04g009700.3.1,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,MF
Solyc04g009710.2.1,GO:0009055,electron transfer activity,MF
Solyc04g009720.1.1,GO:0003676,nucleic acid binding,MF
Solyc04g009740.4.1,GO:0000145,exocyst,CC
Solyc04g009760.2.1,GO:0008375,acetylglucosaminyltransferase activity,MF
Solyc04g009770.3.1,GO:0031072,heat shock protein binding,MF
Solyc04g009790.4.1,GO:0006855,xenobiotic transmembrane transport,BP
Solyc04g009800.3.1,GO:0005509,calcium ion binding,MF
Solyc04g009820.3.1,GO:0003713,transcription coactivator activity,MF
Solyc04g009830.3.1,GO:0005634,nucleus,CC
Solyc04g009850.4.1,GO:0016491,oxidoreductase activity,MF
Solyc04g009860.4.1,GO:0016491,oxidoreductase activity,MF
Solyc04g009910.3.1,GO:0004672,protein kinase activity,MF
Solyc04g009920.3.1,GO:0016757,glycosyltransferase activity,MF
Solyc04g009930.3.1,GO:0005506,iron ion binding,MF
Solyc04g009960.3.1,GO:0006520,amino acid metabolic process,BP
Solyc04g009990.3.1,GO:0005634,nucleus,CC
Solyc04g010040.3.1,GO:0003676,nucleic acid binding,MF
Solyc04g010090.3.1,GO:0006352,DNA-templated transcription initiation,BP
Solyc04g010100.2.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g010110.3.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g010200.1.1,GO:0016020,membrane,CC
Solyc04g010210.1.1,GO:0016020,membrane,CC
Solyc04g010240.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g010260.3.1,GO:0003676,nucleic acid binding,MF
Solyc04g010290.5.1,GO:0008375,acetylglucosaminyltransferase activity,MF
Solyc04g010310.4.1,GO:0005524,ATP binding,MF
Solyc04g010320.1.1,GO:0005506,iron ion binding,MF
Solyc04g011350.3.1,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",MF
Solyc04g011360.3.1,GO:0003924,GTPase activity,MF
Solyc04g011370.5.1,GO:0003779,actin binding,MF
Solyc04g011510.5.1,GO:0004807,triose-phosphate isomerase activity,MF
Solyc04g011520.3.1,GO:0004672,protein kinase activity,MF
Solyc04g011570.3.1,GO:0008270,zinc ion binding,MF
Solyc04g011580.4.1,GO:0003723,RNA binding,MF
Solyc04g011610.3.1,GO:0061630,ubiquitin protein ligase activity,MF
Solyc04g011670.3.1,GO:0006351,DNA-templated transcription,BP
Solyc04g011680.3.1,GO:0005506,iron ion binding,MF
Solyc04g011690.5.1,GO:0005506,iron ion binding,MF
Solyc04g011700.2.1,GO:0003690,double-stranded DNA binding,MF
Solyc04g011720.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g011730.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g011780.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011790.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011800.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011810.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011820.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011830.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011840.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011850.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011860.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011870.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011880.1.1,GO:0009055,electron transfer activity,MF
Solyc04g011890.1.1,GO:0043531,ADP binding,MF
Solyc04g011920.3.1,GO:0005506,iron ion binding,MF
Solyc04g150109.1.1,GO:0005506,iron ion binding,MF
Solyc04g011940.3.1,GO:0005506,iron ion binding,MF
Solyc04g011960.2.1,GO:0043531,ADP binding,MF
Solyc04g011980.1.1,GO:0043531,ADP binding,MF
Solyc04g012000.1.1,GO:0043531,ADP binding,MF
Solyc04g012010.3.1,GO:0043531,ADP binding,MF
Solyc04g012020.1.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Solyc04g012050.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g012060.3.1,GO:0006260,DNA replication,BP
Solyc04g012070.3.1,GO:0016020,membrane,CC
Solyc04g012080.4.1,GO:0003677,DNA binding,MF
Solyc04g012110.2.1,GO:0004672,protein kinase activity,MF
Solyc04g012160.4.1,GO:0004672,protein kinase activity,MF
Solyc04g012170.4.1,GO:0005515,protein binding,MF
Solyc04g012180.5.1,GO:0003924,GTPase activity,MF
Solyc04g014200.2.1,GO:0004672,protein kinase activity,MF
Solyc04g014210.3.1,GO:0003676,nucleic acid binding,MF
Solyc04g014240.1.1,GO:0003712,transcription coregulator activity,MF
Solyc04g014270.3.1,GO:0003872,6-phosphofructokinase activity,MF
Solyc04g014360.3.1,GO:0046983,protein dimerization activity,MF
Solyc04g014380.3.1,GO:0003779,actin binding,MF
Solyc04g014460.4.1,GO:0003676,nucleic acid binding,MF
Solyc04g014500.3.1,GO:0016787,hydrolase activity,MF
Solyc04g014510.3.1,GO:0004356,glutamate-ammonia ligase activity,MF
Solyc04g014530.1.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g014570.3.1,GO:0016021,integral component of membrane,CC
Solyc04g014610.4.1,GO:0005515,protein binding,MF
Solyc04g014645.1.1,GO:0004672,protein kinase activity,MF
Solyc04g014690.3.1,GO:0004672,protein kinase activity,MF
Solyc04g014700.4.1,GO:0003712,transcription coregulator activity,MF
Solyc04g014730.4.1,GO:0003824,catalytic activity,MF
Solyc04g014740.3.1,GO:0051087,chaperone binding,MF
Solyc04g014760.3.1,GO:0005094,Rho GDP-dissociation inhibitor activity,MF
Solyc04g014775.2.1,GO:0004869,cysteine-type endopeptidase inhibitor activity,MF
Solyc04g014780.1.1,GO:0004869,cysteine-type endopeptidase inhibitor activity,MF
Solyc04g014790.1.1,GO:0004869,cysteine-type endopeptidase inhibitor activity,MF
Solyc04g014800.3.1,GO:0046854,phosphatidylinositol phosphate biosynthetic process,BP
Solyc04g014810.3.1,GO:0005515,protein binding,MF
Solyc04g014820.4.1,GO:0003676,nucleic acid binding,MF
Solyc04g014840.3.1,GO:0005783,endoplasmic reticulum,CC
Solyc04g014870.3.1,GO:0003968,RNA-dependent RNA polymerase activity,MF
Solyc04g014887.2.1,GO:0004672,protein kinase activity,MF
Solyc04g014990.3.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g015010.4.1,GO:0007010,cytoskeleton organization,BP
Solyc04g015030.5.1,GO:0030001,metal ion transport,BP
Solyc04g015090.3.1,GO:0003676,nucleic acid binding,MF
Solyc04g015100.3.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Solyc04g015130.3.1,GO:0004672,protein kinase activity,MF
Solyc04g015170.3.1,GO:0005515,protein binding,MF
Solyc04g015190.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g015200.3.1,GO:0003872,6-phosphofructokinase activity,MF
Solyc04g015210.4.1,GO:0043531,ADP binding,MF
Solyc04g015270.3.1,GO:0016757,glycosyltransferase activity,MF
Solyc04g015340.3.1,GO:0004185,serine-type carboxypeptidase activity,MF
Solyc04g015360.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g015450.3.1,GO:0003924,GTPase activity,MF
Solyc04g015460.4.1,GO:0004672,protein kinase activity,MF
Solyc04g015470.3.1,GO:0016307,phosphatidylinositol phosphate kinase activity,MF
Solyc04g015500.3.1,GO:0003677,DNA binding,MF
Solyc04g015510.1.1,GO:0004857,enzyme inhibitor activity,MF
Solyc04g015530.3.1,GO:0004650,polygalacturonase activity,MF
Solyc04g015560.4.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g015570.3.1,GO:0008270,zinc ion binding,MF
Solyc04g015590.4.1,GO:0003824,catalytic activity,MF
Solyc04g015600.3.1,GO:0004672,protein kinase activity,MF
Solyc04g015640.1.1,GO:0043531,ADP binding,MF
Solyc04g015750.3.1,GO:0009058,biosynthetic process,BP
Solyc04g015830.3.1,GO:0003779,actin binding,MF
Solyc04g015970.3.1,GO:0005524,ATP binding,MF
Solyc04g015990.2.1,GO:0006812,monoatomic cation transport,BP
Solyc04g016000.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g016010.5.1,GO:0016491,oxidoreductase activity,MF
Solyc04g016050.3.1,GO:0005525,GTP binding,MF
Solyc04g016070.2.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g016080.2.1,GO:0003777,microtubule motor activity,MF
Solyc04g016130.3.1,GO:0005515,protein binding,MF
Solyc04g016160.4.1,GO:0005515,protein binding,MF
Solyc04g016180.3.1,GO:0016757,glycosyltransferase activity,MF
Solyc04g016175.2.1,GO:0003676,nucleic acid binding,MF
Solyc04g016190.1.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g016200.1.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g016210.4.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g016240.3.1,GO:0005643,nuclear pore,CC
Solyc04g016250.3.1,GO:0005759,mitochondrial matrix,CC
Solyc04g016260.3.1,GO:0005516,calmodulin binding,MF
Solyc04g016290.3.1,GO:0006353,DNA-templated transcription termination,BP
Solyc04g016330.3.1,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",MF
Solyc04g016370.3.1,GO:0003677,DNA binding,MF
Solyc04g016390.2.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g016430.3.1,GO:0009690,cytokinin metabolic process,BP
Solyc04g016440.5.1,GO:0016020,membrane,CC
Solyc04g016480.3.1,GO:0005515,protein binding,MF
Solyc04g016490.4.1,GO:0016787,hydrolase activity,MF
Solyc04g016510.3.1,GO:0005515,protein binding,MF
Solyc04g016520.3.1,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,MF
Solyc04g016580.1.1,GO:0005515,protein binding,MF
Solyc04g017610.2.1,GO:0005515,protein binding,MF
Solyc04g017620.5.1,GO:0016307,phosphatidylinositol phosphate kinase activity,MF
Solyc04g017665.1.1,GO:0008270,zinc ion binding,MF
Solyc04g017680.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g017710.3.1,GO:0003676,nucleic acid binding,MF
Solyc04g017750.4.1,GO:0005516,calmodulin binding,MF
Solyc04g160120.1.1,GO:0000723,telomere maintenance,BP
Solyc04g160130.1.1,GO:0000723,telomere maintenance,BP
Solyc04g018090.2.1,GO:0006812,monoatomic cation transport,BP
Solyc04g018110.1.1,GO:0005509,calcium ion binding,MF
Solyc04g040220.3.1,GO:0005515,protein binding,MF
Solyc04g040180.3.1,GO:0008168,methyltransferase activity,MF
Solyc04g040170.3.1,GO:0003677,DNA binding,MF
Solyc04g040160.4.1,GO:0010277,chlorophyllide a oxygenase [overall] activity,MF
Solyc04g040130.1.1,GO:0006629,lipid metabolic process,BP
Solyc04g040120.1.1,GO:0006629,lipid metabolic process,BP
Solyc04g040110.3.1,GO:0003777,microtubule motor activity,MF
Solyc04g040115.1.1,GO:0003677,DNA binding,MF
Solyc04g040040.1.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc04g039950.4.1,GO:0003712,transcription coregulator activity,MF
Solyc04g039930.4.1,GO:0010181,FMN binding,MF
Solyc04g039920.1.1,GO:0010181,FMN binding,MF
Solyc04g039910.3.1,GO:0010181,FMN binding,MF
Solyc04g039900.1.1,GO:0009055,electron transfer activity,MF
Solyc04g039880.3.1,GO:0010277,chlorophyllide a oxygenase [overall] activity,MF
Solyc04g039870.3.1,GO:0016491,oxidoreductase activity,MF
Solyc04g039850.1.1,GO:0005524,ATP binding,MF
Solyc04g039840.1.1,GO:0015977,carbon fixation,BP
Solyc04g039845.1.1,GO:0000287,magnesium ion binding,MF
Solyc04g039810.1.1,GO:0009522,photosystem I,CC
Solyc04g039730.3.1,GO:0004672,protein kinase activity,MF
Solyc04g028410.1.1,GO:0008146,sulfotransferase activity,MF
Solyc04g028390.1.1,GO:0008146,sulfotransferase activity,MF
Solyc04g028380.1.1,GO:0008146,sulfotransferase activity,MF
Solyc04g026350.3.1,GO:0005509,calcium ion binding,MF
Solyc04g026320.1.1,GO:0005524,ATP binding,MF
Solyc04g026310.1.1,GO:0003677,DNA binding,MF
Solyc04g026230.1.1,GO:0004672,protein kinase activity,MF
Solyc04g026220.4.1,GO:0006508,proteolysis,BP
Solyc04g026210.4.1,GO:0004672,protein kinase activity,MF
Solyc04g026200.3.1,GO:0006508,proteolysis,BP
Solyc04g026160.3.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g026110.4.1,GO:0043531,ADP binding,MF
Solyc04g026100.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g026070.1.1,GO:0000077,DNA damage checkpoint signaling,BP
Solyc04g160550.1.1,GO:0003677,DNA binding,MF
Solyc04g025990.3.1,GO:0015079,potassium ion transmembrane transporter activity,MF
Solyc04g025970.1.1,GO:0003677,DNA binding,MF
Solyc04g025940.3.1,GO:0003824,catalytic activity,MF
Solyc04g025930.3.1,GO:0003677,DNA binding,MF
Solyc04g025880.4.1,GO:0015079,potassium ion transmembrane transporter activity,MF
Solyc04g025870.4.1,GO:0006886,intracellular protein transport,BP
Solyc04g025850.1.1,GO:0043531,ADP binding,MF
Solyc04g025840.3.1,GO:0043531,ADP binding,MF
Solyc04g025820.1.1,GO:0043531,ADP binding,MF
Solyc04g025760.1.1,GO:0003677,DNA binding,MF
Solyc04g025750.3.1,GO:0016020,membrane,CC
Solyc04g025740.2.1,GO:0003677,DNA binding,MF
Solyc04g025710.3.1,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",MF
Solyc04g025650.3.1,GO:0071949,FAD binding,MF
Solyc04g025657.1.1,GO:0005515,protein binding,MF
Solyc04g025590.1.1,GO:0005515,protein binding,MF
Solyc04g025560.4.1,GO:0005525,GTP binding,MF
Solyc04g025530.3.1,GO:0016831,carboxy-lyase activity,MF
Solyc04g160690.1.1,GO:0000723,telomere maintenance,BP
Solyc04g025490.1.1,GO:0008289,lipid binding,MF
Solyc04g025480.3.1,GO:0008289,lipid binding,MF
Solyc04g160330.1.1,GO:0003677,DNA binding,MF
Solyc04g025440.3.1,GO:0004650,polygalacturonase activity,MF
Solyc04g025410.1.1,GO:0005506,iron ion binding,MF
Solyc04g160840.1.1,GO:0000723,telomere maintenance,BP
Solyc04g162610.1.1,GO:0000723,telomere maintenance,BP
Solyc04g025300.3.1,GO:0031047,RNA-mediated gene silencing,BP
Solyc04g025280.4.1,GO:0008289,lipid binding,MF
Solyc04g025170.4.1,GO:0005524,ATP binding,MF
Solyc04g025110.1.1,GO:0003677,DNA binding,MF
Solyc04g025050.1.1,GO:0003677,DNA binding,MF
Solyc04g025030.1.1,GO:0003677,DNA binding,MF
Solyc04g025000.2.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g025005.1.1,GO:0005515,protein binding,MF
Solyc04g024990.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g024840.3.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc04g024640.1.1,GO:0016787,hydrolase activity,MF
Solyc04g024560.3.1,GO:0005524,ATP binding,MF
Solyc04g024550.1.1,GO:0005524,ATP binding,MF
Solyc04g024540.1.1,GO:0005524,ATP binding,MF
Solyc04g024510.3.1,GO:0030014,CCR4-NOT complex,CC
Solyc04g024480.1.1,GO:0003824,catalytic activity,MF
Solyc04g024420.3.1,GO:0004298,threonine-type endopeptidase activity,MF
Solyc04g024410.2.1,GO:0000723,telomere maintenance,BP
Solyc04g045340.3.1,GO:0016868,"intramolecular transferase activity, phosphotransferases",MF
Solyc04g045410.4.1,GO:0005524,ATP binding,MF
Solyc04g045530.4.1,GO:0003896,DNA primase activity,MF
Solyc04g045540.1.1,GO:0016021,integral component of membrane,CC
Solyc04g045550.1.1,GO:0016021,integral component of membrane,CC
Solyc04g045560.4.1,GO:0003677,DNA binding,MF
Solyc04g045600.4.1,GO:0004672,protein kinase activity,MF
Solyc04g045650.3.1,GO:0006486,protein glycosylation,BP
Solyc04g047690.4.1,GO:0016192,vesicle-mediated transport,BP
Solyc04g047750.3.1,GO:0019905,syntaxin binding,MF
Solyc04g047870.1.1,GO:0003677,DNA binding,MF
Solyc04g048900.3.1,GO:0005509,calcium ion binding,MF
Solyc04g048910.1.1,GO:0043531,ADP binding,MF
Solyc04g048920.1.1,GO:0043531,ADP binding,MF
Solyc04g049010.3.1,GO:0003676,nucleic acid binding,MF
Solyc04g049040.2.1,GO:0000723,telomere maintenance,BP
Solyc04g049070.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g049090.3.1,GO:0006952,defense response,BP
Solyc04g049100.1.1,GO:0004672,protein kinase activity,MF
Solyc04g049160.3.1,GO:0004672,protein kinase activity,MF
Solyc04g049180.3.1,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",BP
Solyc04g049290.2.1,GO:0008270,zinc ion binding,MF
Solyc04g049330.3.1,GO:0016471,vacuolar proton-transporting V-type ATPase complex,CC
Solyc04g049340.3.1,GO:0003333,amino acid transmembrane transport,BP
Solyc04g049350.4.1,GO:0004107,chorismate synthase activity,MF
Solyc04g049360.3.1,GO:0009058,biosynthetic process,BP
Solyc04g049400.3.1,GO:0004672,protein kinase activity,MF
Solyc04g049450.3.1,GO:0045454,cell redox homeostasis,BP
Solyc04g049470.2.1,GO:0000786,nucleosome,CC
Solyc04g049530.1.1,GO:0004672,protein kinase activity,MF
Solyc04g049550.3.1,GO:0008654,phospholipid biosynthetic process,BP
Solyc04g049630.3.1,GO:0006508,proteolysis,BP
Solyc04g049670.4.1,GO:0005515,protein binding,MF
Solyc04g049710.3.1,GO:0005515,protein binding,MF
Solyc04g049720.4.1,GO:0008237,metallopeptidase activity,MF
Solyc04g049770.4.1,GO:0003723,RNA binding,MF
Solyc04g049800.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g150131.1.1,GO:0005506,iron ion binding,MF
Solyc04g049807.1.1,GO:0005506,iron ion binding,MF
Solyc04g049840.4.1,GO:0003676,nucleic acid binding,MF
Solyc04g049890.4.1,GO:0003824,catalytic activity,MF
Solyc04g049920.4.1,GO:0003676,nucleic acid binding,MF
Solyc04g049960.3.1,GO:0016021,integral component of membrane,CC
Solyc04g050050.3.1,GO:0005515,protein binding,MF
Solyc04g050150.4.1,GO:0005524,ATP binding,MF
Solyc04g050170.4.1,GO:0004672,protein kinase activity,MF
Solyc04g050210.1.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g050260.1.1,GO:0016021,integral component of membrane,CC
Solyc04g050340.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050360.2.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050365.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050380.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050390.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050400.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050403.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050430.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g050495.2.1,GO:0046983,protein dimerization activity,MF
Solyc04g050570.3.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc04g050575.2.1,GO:0005506,iron ion binding,MF
Solyc04g050620.3.1,GO:0005506,iron ion binding,MF
Solyc04g050625.1.1,GO:0005506,iron ion binding,MF
Solyc04g050622.1.1,GO:0005506,iron ion binding,MF
Solyc04g050730.3.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc04g050770.2.1,GO:0004842,ubiquitin-protein transferase activity,MF
Solyc04g050780.2.1,GO:0004842,ubiquitin-protein transferase activity,MF
Solyc04g050820.3.1,GO:0004512,inositol-3-phosphate synthase activity,MF
Solyc04g050840.1.1,GO:0005524,ATP binding,MF
Solyc10g018980.4.1,GO:0005524,ATP binding,MF
Solyc04g050850.3.1,GO:0005524,ATP binding,MF
Solyc04g161670.1.1,GO:0005524,ATP binding,MF
Solyc04g050860.4.1,GO:0004512,inositol-3-phosphate synthase activity,MF
Solyc04g050930.3.1,GO:0009507,chloroplast,CC
Solyc04g050935.2.1,GO:0004672,protein kinase activity,MF
Solyc04g050937.1.1,GO:0004672,protein kinase activity,MF
Solyc04g050950.3.1,GO:0006952,defense response,BP
Solyc04g050970.3.1,GO:0004672,protein kinase activity,MF
Solyc04g051150.3.1,GO:0016758,hexosyltransferase activity,MF
Solyc04g051160.1.1,GO:0016021,integral component of membrane,CC
Solyc04g051190.3.1,GO:0005506,iron ion binding,MF
Solyc04g051244.1.1,GO:0005506,iron ion binding,MF
Solyc04g051350.3.1,GO:0006260,DNA replication,BP
Solyc04g051360.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g161820.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g051400.2.1,GO:0016579,protein deubiquitination,BP
Solyc04g051410.4.1,GO:0016579,protein deubiquitination,BP
Solyc04g051460.4.1,GO:0004672,protein kinase activity,MF
Solyc04g051480.1.1,GO:0008270,zinc ion binding,MF
Solyc04g051490.3.1,GO:0003677,DNA binding,MF
Solyc04g051510.1.1,GO:0004672,protein kinase activity,MF
Solyc04g051540.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g051590.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc04g051610.3.1,GO:0009507,chloroplast,CC
Solyc04g051620.3.1,GO:0010333,terpene synthase activity,MF
Solyc04g051640.3.1,GO:0003993,acid phosphatase activity,MF
Solyc04g051650.3.1,GO:0016787,hydrolase activity,MF
Solyc04g051690.4.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g051700.3.1,GO:0003924,GTPase activity,MF
Solyc04g051730.1.1,GO:0005506,iron ion binding,MF
Solyc04g051768.2.1,GO:0005506,iron ion binding,MF
Solyc04g051780.3.1,GO:0005737,cytoplasm,CC
Solyc04g051800.3.1,GO:0005524,ATP binding,MF
Solyc04g051870.3.1,GO:0005515,protein binding,MF
Solyc04g051880.3.1,GO:0003690,double-stranded DNA binding,MF
Solyc04g051885.1.1,GO:0005515,protein binding,MF
Solyc04g052890.3.1,GO:0009733,response to auxin,BP
Solyc04g052910.3.1,GO:0009733,response to auxin,BP
Solyc04g052960.1.1,GO:0009733,response to auxin,BP
Solyc04g052970.3.1,GO:0009733,response to auxin,BP
Solyc04g052980.1.1,GO:0009733,response to auxin,BP
Solyc04g052985.1.1,GO:0009733,response to auxin,BP
Solyc04g052990.1.1,GO:0009733,response to auxin,BP
Solyc04g053000.1.1,GO:0009733,response to auxin,BP
Solyc04g053010.1.1,GO:0009733,response to auxin,BP
Solyc04g053020.2.1,GO:0009733,response to auxin,BP
Solyc04g053030.1.1,GO:0009733,response to auxin,BP
Solyc04g053110.1.1,GO:0009055,electron transfer activity,MF
Solyc04g053120.3.1,GO:0004134,4-alpha-glucanotransferase activity,MF
Solyc04g054140.4.1,GO:0005515,protein binding,MF
Solyc04g054200.3.1,GO:0004672,protein kinase activity,MF
Solyc04g054220.3.1,GO:0005506,iron ion binding,MF
Solyc04g054250.4.1,GO:0005506,iron ion binding,MF
Solyc04g054256.1.1,GO:0005506,iron ion binding,MF
Solyc04g054258.1.1,GO:0005506,iron ion binding,MF
Solyc04g054260.5.1,GO:0005506,iron ion binding,MF
Solyc04g054290.3.1,GO:0008270,zinc ion binding,MF
Solyc04g054310.3.1,GO:0008483,transaminase activity,MF
Solyc04g054320.4.1,GO:0006351,DNA-templated transcription,BP
Solyc04g054330.3.1,GO:0008270,zinc ion binding,MF
Solyc04g054380.1.1,GO:0010333,terpene synthase activity,MF
Solyc04g054440.3.1,GO:0005524,ATP binding,MF
Solyc04g054450.1.1,GO:0005515,protein binding,MF
Solyc04g054480.3.1,GO:0005515,protein binding,MF
Solyc04g054500.3.1,GO:0030001,metal ion transport,BP
Solyc04g054510.4.1,GO:0003676,nucleic acid binding,MF
Solyc04g054525.1.1,GO:0003677,DNA binding,MF
Solyc04g054527.1.1,GO:0003677,DNA binding,MF
Solyc04g054533.1.1,GO:0003677,DNA binding,MF
Solyc04g054517.2.1,GO:0003677,DNA binding,MF
Solyc04g054690.3.1,GO:0005507,copper ion binding,MF
Solyc04g054700.3.1,GO:0006281,DNA repair,BP
Solyc04g054710.3.1,GO:0009058,biosynthetic process,BP
Solyc04g054730.3.1,GO:0008272,sulfate transport,BP
Solyc04g054740.3.1,GO:0004512,inositol-3-phosphate synthase activity,MF
Solyc04g054840.1.1,GO:0005634,nucleus,CC
Solyc04g054890.3.1,GO:0003997,acyl-CoA oxidase activity,MF
Solyc04g054910.4.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc04g054930.3.1,GO:0003824,catalytic activity,MF
Solyc04g054980.3.1,GO:0005515,protein binding,MF
Solyc04g055000.3.1,GO:0005515,protein binding,MF
Solyc04g055020.2.1,GO:0009055,electron transfer activity,MF
Solyc04g055030.2.1,GO:0009055,electron transfer activity,MF
Solyc04g055080.3.1,GO:0016021,integral component of membrane,CC
Solyc04g055120.3.1,GO:0005524,ATP binding,MF
Solyc04g055170.3.1,GO:0005509,calcium ion binding,MF
Solyc04g055200.3.1,GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,MF
Solyc04g055220.2.1,GO:0005515,protein binding,MF
Solyc04g055253.1.1,GO:0008168,methyltransferase activity,MF
Solyc04g055255.1.1,GO:0008168,methyltransferase activity,MF
Solyc04g055257.1.1,GO:0008168,methyltransferase activity,MF
Solyc04g056270.4.1,GO:0005515,protein binding,MF
Solyc04g056280.4.1,GO:0004672,protein kinase activity,MF
Solyc04g056290.3.1,GO:0016579,protein deubiquitination,BP
Solyc04g056380.3.1,GO:0019915,lipid storage,BP
Solyc04g056390.3.1,GO:0016787,hydrolase activity,MF
Solyc04g056410.3.1,GO:0005524,ATP binding,MF
Solyc04g056420.1.1,GO:0004601,peroxidase activity,MF
Solyc04g056500.3.1,GO:0003924,GTPase activity,MF
Solyc04g150156.1.1,GO:0003924,GTPase activity,MF
Solyc04g056530.2.1,GO:0003735,structural constituent of ribosome,MF
Solyc04g056535.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g056540.3.1,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,MF
Solyc04g056550.1.1,GO:0003677,DNA binding,MF
Solyc04g056560.4.1,GO:0003824,catalytic activity,MF
Solyc04g056570.3.1,GO:0043531,ADP binding,MF
Solyc04g056600.4.1,GO:0006812,monoatomic cation transport,BP
Solyc04g056620.2.1,GO:0016021,integral component of membrane,CC
Solyc04g056640.1.1,GO:0005515,protein binding,MF
Solyc04g056650.4.1,GO:0005524,ATP binding,MF
Solyc04g083140.2.1,GO:0005506,iron ion binding,MF
Solyc04g056740.1.1,GO:0003677,DNA binding,MF
Solyc04g162190.1.1,GO:0005506,iron ion binding,MF
Solyc04g160050.1.1,GO:0005506,iron ion binding,MF
Solyc04g057790.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g083150.2.1,GO:0005506,iron ion binding,MF
Solyc04g057860.3.1,GO:0003735,structural constituent of ribosome,MF
